Country;Lat;Long;Population
US;39.73508655;-82.23804971;36134
US;39.64170392;-83.0243386;58457
US;39.07634001;-83.06769584;27772
US;41.16793482;-81.19735782;162466
US;39.7420247;-84.64787018;40882
US;41.02094889;-84.1336111;33861
US;40.77180308;-82.5379961;121154
US;39.33705391;-83.06000914;76666
US;41.35624126;-83.137872;58518
US;38.80270163;-82.98907345;75314
US;41.12351311;-83.12783209;55178
US;40.33163494;-84.20258189;48590
US;40.81482476;-81.36437305;370606
US;41.12464734;-81.53123079;541013
US;41.31735028;-80.76109643;197974
US;40.44214695;-81.47226262;91987
US;40.30016061;-83.37239023;58988
US;40.8554138;-84.591117;28275
US;39.25208988;-82.4831444;13085
US;39.42581994;-84.16557457;234602
US;39.45690571;-81.49121382;59911
US;40.82925852;-81.88844833;115710
US;41.56052014;-84.58429552;36692
US;41.36224827;-83.62285108;130817
US;40.84339621;-83.30734173;21772
US;35.88494195;-94.65859267;22194
US;36.73090616;-98.32408495;5702
US;34.37366573;-96.03802487;13758
US;36.7496847;-100.4758872;5311
US;35.26862449;-99.68128023;21859
US;35.87518314;-98.43307003;9429
US;33.96472458;-96.25903472;47995
US;35.17364557;-98.37534464;28762
US;35.5426055;-97.98465569;148306
US;34.25103751;-97.28552485;48111
US;35.90692775;-94.99980896;48657
US;34.02807439;-95.54771129;14672
US;36.74817177;-102.5173885;2137
US;35.20413532;-97.32519562;284014
US;34.58840127;-96.29798747;5495
US;34.65973764;-98.47195055;120749
US;34.28845626;-98.37053567;5666
US;36.76268118;-95.20916602;14142
US;35.90230551;-96.37086028;71522
US;35.63853802;-99.00170785;29003
US;36.40823634;-94.80325046;43009
US;35.98772922;-99.00730714;4891
US;36.2180194;-99.75324573;3859
US;36.3791334;-97.78265517;61056
US;34.70418038;-97.30811132;27711
US;35.0167709;-97.88339847;55834
US;36.796297;-97.78638765;4333
US;34.93535801;-99.5605612;5712
US;34.7440135;-99.84741652;2653
US;36.78836519;-99.6679804;3688
US;35.222576;-95.11513306;12627
US;35.04912569;-96.24921145;13279
US;34.58781741;-99.41138784;24530
US;34.11130184;-97.83182974;6002
US;34.31440473;-96.66011537;11085
US;36.81799745;-97.14421435;43538
US;35.94530008;-97.94193268;15765
US;34.91671958;-98.97720696;8708
US;34.87844729;-95.25215049;10073
US;34.89851864;-94.70392124;49853
US;35.70270942;-96.8812462;34877
US;35.91899576;-97.44352845;48011
US;33.95273467;-97.23906784;10253
US;35.01123903;-97.44572302;40474
US;34.11664328;-94.77222373;32832
US;35.37235506;-95.66599306;19596
US;36.31149996;-98.53467076;7629
US;34.02311222;-96.76855464;16931
US;36.30179091;-95.23175116;41100
US;34.48116015;-97.06826283;14073
US;35.61318461;-95.37802952;67997
US;36.38953329;-97.22928674;11131
US;36.79843529;-95.61902331;10076
US;35.46485198;-96.32639984;11993
US;35.55140095;-97.40716948;797434
US;35.64661916;-95.96432828;38465
US;36.62888819;-96.39635704;46963
US;36.83532655;-94.81011909;31127
US;36.31743373;-96.7033176;16376
US;36.07695283;-96.97584944;81784
US;34.92065823;-95.7513432;43654
US;34.72959848;-96.68337199;38284
US;35.20614018;-96.94923008;72592
US;34.41635232;-95.37603505;11096
US;35.68711719;-99.69666167;3583
US;36.37004357;-95.60406759;92459
US;35.16478725;-96.61686741;24258
US;35.49447108;-94.75463785;41569
US;34.48556989;-97.85141892;43143
US;36.74777635;-101.4889765;19983
US;34.37288446;-98.92426619;7250
US;36.11939621;-95.94013939;651552
US;35.96024096;-95.51911308;81289
US;36.71380786;-95.90514104;51527
US;35.29071824;-98.99180434;10916
US;36.76705782;-98.86573064;8793
US;36.42316318;-99.26283045;20211
US;44.70915557;-117.6749883;16124
US;44.49167306;-123.4316987;93053
US;45.18787398;-122.2179634;418187
US;45.99712889;-123.660711;40224
US;45.94464254;-123.0890898;52354
US;43.17406868;-124.0594514;64487
US;44.14230227;-120.356297;24404
US;42.45911325;-124.157282;22925
US;43.91570171;-121.2289121;197692
US;43.27941273;-123.167291;110980
US;45.37160076;-120.2048869;1912
US;44.49024544;-119.0068631;7199
US;43.06422669;-118.9666306;7393
US;45.51872811;-121.6552036;23382
US;42.43201126;-122.7289309;220944
US;44.62806839;-121.17832;24658
US;42.3665549;-123.5561938;87487
US;42.68762984;-121.6496461;68238
US;42.79246693;-120.3850163;7869
US;43.93727035;-122.847753;382067
US;44.64252874;-123.869912;49962
US;44.48899494;-122.5373154;129749
US;43.1937027;-117.6227395;30571
US;44.90287942;-122.5815117;347818
US;45.41846568;-119.584546;11603
US;45.54747959;-122.4169351;812855
US;44.90322804;-123.4128888;86085
US;45.41501554;-120.6827834;1780
US;45.46248721;-123.712066;27036
US;45.59073056;-118.7353826;77950
US;45.30915495;-118.0068979;26835
US;45.57894064;-117.183538;7208
US;45.16292781;-121.1670954;26682
US;45.55972701;-123.0955257;601592
US;44.72698162;-120.0281427;1332
US;45.23330449;-123.3086963;107100
US;39.87140411;-77.21610347;103009
US;40.46809875;-79.98167747;1216045
US;40.81665618;-79.46290811;64735
US;40.6825484;-80.34921611;163929
US;40.00522157;-78.48998442;47888
US;40.41570541;-75.92457766;421164
US;40.47961444;-78.34917412;121829
US;41.78869215;-76.51570822;60323
US;40.33682119;-75.10836643;628270
US;40.91152759;-79.91351055;187853
US;40.49527404;-78.71377428;130192
US;41.43625568;-78.20376845;4447
US;40.91545395;-75.7068525;64182
US;40.92058903;-77.82200624;162385
US;39.97291773;-75.74768357;524989
US;41.19265812;-79.42413524;38438
US;41.00110782;-78.47592663;79255
US;41.23255967;-77.63785995;38632
US;41.04821986;-76.40565017;64964
US;41.68447709;-80.10760592;84629
US;40.1625372;-77.26130755;253370
US;40.41377078;-76.77993242;278299
US;39.91680171;-75.40243663;566747
US;41.42822061;-78.64524744;29910
US;41.99253829;-80.03301954;269728
US;39.92041012;-79.64291195;129274
US;41.51095103;-79.23229292;7247
US;39.92956518;-77.72157791;155027
US;39.92913544;-78.11163677;14530
US;39.85746531;-80.22357106;36233
US;40.42162652;-77.97673273;45144
US;40.65241041;-79.08963285;84073
US;41.12913106;-78.9986361;43425
US;40.53358749;-77.3997513;24763
US;41.43564672;-75.60379201;209674
US;40.03904563;-76.24770128;545724
US;40.99206278;-80.33393706;85512
US;40.36680311;-76.45651841;141793
US;40.6154815;-75.59435245;369318
US;41.17823008;-75.98447579;317417
US;41.34310539;-77.06629984;113299
US;41.80938602;-78.56478358;40625
US;41.30248872;-80.25816981;109424
US;40.61116939;-77.61070738;46138
US;41.05934058;-75.34031025;170271
US;40.21053671;-75.36652296;830915
US;41.03023987;-76.66345939;18230
US;40.75182733;-75.30471829;305285
US;40.84785433;-76.70798222;90843
US;40.40206612;-77.26297447;46272
US;40.00338507;-75.1379271;1584064
US;41.33155042;-75.03208106;55809
US;41.74471626;-77.89559864;16526
US;40.70497338;-76.2150785;141359
US;40.77129231;-77.06840691;40372
US;39.97172723;-79.02699593;73447
US;41.44634738;-76.51246591;6066
US;41.82147784;-75.80071959;40328
US;41.77255149;-77.25433032;40591
US;40.96188846;-77.05996014;44923
US;41.40323442;-79.75845449;50668
US;41.81304978;-79.26969577;39191
US;40.19208869;-80.24582867;206865
US;41.64938475;-75.29956506;51361
US;40.3137798;-79.46615476;348899
US;41.51955538;-76.01074915;26794
US;39.9210089;-76.73040131;449058
US;41.71018079;-71.28652315;48479
US;41.67106337;-71.57641596;164292
US;41.5642026;-71.26569799;82082
US;41.87064746;-71.57753536;638931
US;41.45961631;-71.61435303;125577
US;34.22333378;-82.46170658;24527
US;33.54338026;-81.63645384;170872
US;32.98837386;-81.35321066;8688
US;34.51828081;-82.63959517;202558
US;33.21927586;-81.05659969;14066
US;33.26679302;-81.43584352;20866
US;32.39226291;-80.72619758;192122
US;33.20222596;-79.94654523;227907
US;33.66926881;-80.77722168;14553
US;32.82487866;-79.96512315;411406
US;35.05122251;-81.61828622;57300
US;34.69249168;-81.1583216;32244
US;34.64137396;-80.1564014;45650
US;33.66610974;-80.21647898;33745
US;32.87582989;-80.67641292;37677
US;34.33358335;-79.96027485;66618
US;34.39007791;-79.37741872;30479
US;33.0794369;-80.40502652;162809
US;33.77221995;-81.96231108;27260
US;34.39287073;-81.1195624;22347
US;34.02361754;-79.70189312;138293
US;33.43443342;-79.33202141;62680
US;34.89502264;-82.37295012;523542
US;34.15272415;-82.12715789;70811
US;32.77419582;-81.13845571;19222
US;33.9212828;-78.99555293;354081
US;32.43171982;-81.02487495;30073
US;34.33988254;-80.58763164;66551
US;34.68270843;-80.70513032;98012
US;34.48244419;-82.00490796;67493
US;34.16393091;-80.25690731;16828
US;33.89665987;-81.27146426;298750
US;33.90161443;-82.30794338;9463
US;34.07859748;-79.36400756;30657
US;34.59905577;-79.67561152;26118
US;34.28629098;-81.59935761;38440
US;34.75225169;-83.06742317;79546
US;33.4391073;-80.79886287;86175
US;34.88807695;-82.72791551;126884
US;34.01791263;-80.90267209;415759
US;34.00795823;-81.72713237;20473
US;34.92960077;-81.99225984;319785
US;33.91826534;-80.37942316;106721
US;34.68835752;-81.61730349;27316
US;33.62190129;-79.72767442;30368
US;34.97281497;-81.18085944;280979
US;43.71757685;-98.56050467;2751
US;44.41464384;-98.27858469;18453
US;43.19486375;-101.6665572;3365
US;42.98914167;-97.88592746;6901
US;44.36974375;-96.79079945;35077
US;45.58994323;-98.35165355;38839
US;43.71756379;-99.08118954;5297
US;44.07657829;-99.20814467;1962
US;44.90608745;-103.5079318;10429
US;45.77074915;-100.0510181;1376
US;43.20660134;-98.58856175;9292
US;44.85834507;-97.72925109;3736
US;42.91296147;-96.97656917;14070
US;44.97788119;-97.18827677;28009
US;45.70889983;-101.1970473;4086
US;43.67741105;-103.4534521;8972
US;43.67490933;-98.14458906;19775
US;45.367281;-97.60737498;5424
US;44.75994309;-96.66943645;4351
US;45.15639647;-100.8709139;5892
US;43.38520741;-98.36978007;2921
US;45.41846445;-99.21545423;3829
US;43.23929297;-103.5275691;6713
US;45.07082625;-99.14535601;2299
US;45.1723937;-96.77002276;7052
US;43.19419064;-99.18883902;4185
US;44.29299053;-101.539099;1899
US;44.67385954;-97.18829593;6164
US;44.54708407;-99.00386459;3191
US;43.6746384;-97.78715148;3453
US;45.58015551;-103.4958629;1298
US;44.39091534;-99.99661148;17526
US;43.33449012;-97.75536441;7291
US;44.54747703;-99.48572582;1301
US;43.69318385;-101.6255063;3344
US;44.06637798;-98.62965972;2013
US;43.96278565;-100.6940008;903
US;44.36956169;-97.4913945;4939
US;44.02193107;-97.12926365;12797
US;44.35919441;-103.7929428;25844
US;43.27841182;-96.7203905;61128
US;43.89522709;-99.85201878;3781
US;43.6742571;-97.36863144;5586
US;45.76626028;-99.22118798;2379
US;45.75870838;-97.59855639;4935
US;44.56676791;-102.7162741;28332
US;43.58078848;-100.7563186;2061
US;44.02197882;-97.60992207;2216
US;43.67441641;-96.7910885;193134
US;44.02266214;-96.67081159;6576
US;43.33749164;-102.5555498;14177
US;44.0025835;-102.8240777;113775
US;45.49049506;-102.4755586;2865
US;45.06583079;-99.95498503;2153
US;45.62975048;-96.94672673;10394
US;44.02351092;-98.0909816;2344
US;44.93837606;-98.34626602;6376
US;44.41381872;-100.7349153;3098
US;44.71571812;-100.1278092;1391
US;43.19338568;-100.7195503;10177
US;43.34459388;-99.8854891;5441
US;43.3109081;-97.14865776;8384
US;42.83112163;-96.6557828;15932
US;45.43019636;-100.0307514;5435
US;43.00924485;-97.39467635;22814
US;44.97881876;-101.6654622;2756
US;36.12684348;-84.19965764;76978
US;35.51123746;-86.45549096;49713
US;36.07110411;-88.06849355;16160
US;35.59942968;-85.20611967;15064
US;35.68938198;-83.92847788;133088
US;35.15739424;-84.857186;108110
US;36.40355516;-84.1510856;39842
US;35.80990797;-86.05738983;14678
US;35.97366108;-88.45189331;27767
US;36.28969086;-82.12588974;56391
US;36.26136216;-87.08903581;40667
US;35.42527478;-88.6095842;17297
US;36.48319149;-83.65947309;31959
US;36.55151008;-85.53930419;7615
US;35.9278914;-83.11828725;36004
US;35.49090731;-86.07311784;56520
US;35.81830662;-89.14916269;14230
US;35.95271721;-84.99840585;60520
US;36.17007426;-86.78646056;694144
US;35.60048904;-88.11043779;11663
US;35.97616272;-85.83689361;20490
US;36.14669837;-87.35891709;53948
US;36.05931946;-89.41542855;37159
US;35.19615831;-89.41399032;41133
US;36.38128818;-84.92870012;18523
US;35.15634626;-86.09201039;42208
US;35.99438059;-88.93358327;49133
US;35.20222469;-87.03992678;29464
US;36.27469206;-83.51254721;23320
US;36.17470125;-82.84691273;69069
US;35.38433717;-85.72142731;13427
US;36.21990035;-83.26586179;64934
US;35.17670231;-85.16652245;367804
US;36.52692871;-83.22375847;6620
US;35.20772017;-88.99161161;25050
US;35.19732531;-88.18593755;25652
US;36.44355426;-82.94885298;56786
US;35.58332824;-89.28536625;17304
US;35.65581134;-88.38600175;28117
US;36.33160906;-88.30121797;32345
US;35.80609681;-87.47643507;25178
US;36.28872054;-87.71878828;8201
US;36.03958805;-87.77992872;18582
US;36.36380466;-85.67239905;11786
US;36.04818632;-83.45148924;54495
US;36.4552395;-81.84886538;17788
US;35.99508821;-83.94635435;470313
US;36.3418017;-89.48921915;7016
US;35.75893438;-89.6301591;25633
US;35.21675201;-87.39787695;44142
US;35.52853208;-87.49022694;12268
US;35.13738622;-86.58910106;34366
US;35.73939663;-84.31145275;54068
US;35.42812616;-84.61520715;53794
US;35.17468549;-88.5647812;25694
US;36.53157855;-86.00778595;24602
US;35.61181957;-88.84076036;97984
US;35.12997174;-85.62265895;28907
US;35.45798777;-86.76420988;34375
US;35.6187413;-87.07462444;96387
US;35.51558739;-84.81482914;12422
US;35.44550387;-84.24902965;46545
US;36.49609412;-87.38550661;208993
US;35.27724699;-86.36230578;6488
US;36.13248031;-84.64880098;21403
US;36.35732446;-89.14921589;30069
US;36.34117832;-85.28989535;22241
US;35.63708728;-87.86139634;8076
US;36.55606529;-85.077633;5048
US;35.12245443;-84.52075859;16832
US;36.14005459;-85.50646123;80245
US;35.60536161;-84.93076643;33167
US;35.84923189;-84.52458689;53382
US;36.52454807;-86.87346725;71813
US;35.84591405;-86.4107263;332285
US;36.42325673;-84.50360494;22068
US;35.36979721;-85.41022136;15026
US;35.78077323;-83.52244332;98250
US;35.1864775;-89.89692423;937166
US;36.25359775;-85.95411046;20157
US;36.50235092;-87.83920548;13715
US;36.51240691;-82.30412917;158348
US;36.46824103;-86.45917204;191283
US;35.501942;-89.73694895;61599
US;36.39026213;-86.16087954;11284
US;36.10890856;-82.43709629;17883
US;36.28590426;-83.83651902;19972
US;35.69864497;-85.45221699;5872
US;35.6728299;-85.77969117;41277
US;36.29472368;-82.4945472;129375
US;35.23868267;-87.78644456;16673
US;36.29896232;-88.71990865;33328
US;35.92929884;-85.45591799;27345
US;35.89099229;-86.89281867;238412
US;36.15496772;-86.29775884;144657
US;31.81534745;-95.65354823;57735
US;32.30468633;-102.6376548;18705
US;31.25457347;-94.60901487;86715
US;28.10556197;-96.9995047;23510
US;33.61569967;-98.68754589;8553
US;34.96507426;-101.3574874;1887
US;28.89333001;-98.52730485;51153
US;29.88548725;-96.27736949;30032
US;34.06854817;-102.8299707;7000
US;29.74619598;-99.24598147;23112
US;30.10370699;-97.31206354;88723
US;33.61640794;-99.21352901;3509
US;28.41761668;-97.74215593;32565
US;31.03736027;-97.4785025;362924
US;29.44928723;-98.52019748;2003554
US;30.26640707;-98.3999852;11931
US;32.74363984;-101.4316509;654
US;31.89978581;-97.63613524;18685
US;33.44626922;-94.41834132;93245
US;29.18757369;-95.44563172;374264
US;30.6636448;-96.30205577;229211
US;29.81008251;-103.2520326;9203
US;34.53026962;-101.2084947;1546
US;27.03103197;-98.21808402;7093
US;31.77430356;-98.99907113;37864
US;30.49273808;-96.62158484;18443
US;30.78801353;-98.181887;48155
US;29.83668859;-97.61814775;43664
US;28.47048236;-96.61633945;21290
US;32.29760619;-99.37326312;13943
US;26.14524221;-97.48140372;423163
US;32.97195142;-94.97790104;13094
US;35.40365929;-101.3542669;5926
US;33.07499881;-94.34646905;30026
US;34.53016752;-102.2617243;7530
US;29.70972016;-94.67154501;43837
US;31.837258;-95.16559897;52646
US;34.5293041;-100.2077916;7306
US;33.78686685;-98.20771198;10471
US;33.60425307;-102.8284499;2853
US;31.88911733;-100.5297533;3387
US;31.76736834;-99.45240766;8175
US;33.18820114;-96.57264368;1034730
US;34.96489496;-100.2700111;2920
US;29.622098;-96.5273805;21493
US;29.80811278;-98.27647225;156209
US;31.94854689;-98.55876441;13635
US;31.32635934;-99.86473038;2726
US;33.63979567;-97.21240912;41257
US;31.39078397;-97.79936155;75951
US;34.07783319;-100.2785062;1398
US;31.43052248;-102.5143314;4797
US;30.72367027;-101.4134238;3464
US;33.61431553;-101.3000364;5737
US;31.44506775;-104.5185739;2171
US;36.27787176;-102.6020725;7287
US;32.76670599;-96.7779605;2635516
US;32.74255572;-101.9477242;12728
US;34.96522957;-102.6054267;18546
US;33.38570922;-95.66921122;5331
US;33.20521901;-97.11691153;887207
US;29.08101855;-97.3568117;20160
US;33.61616822;-100.7788855;2211
US;28.42270064;-99.75645095;10124
US;34.96517499;-100.8140093;3278
US;27.68184592;-98.50864568;11157
US;32.32743996;-98.83243566;18360
US;31.86898877;-102.5429428;166223
US;29.98202582;-100.304252;1932
US;32.34894117;-96.79371841;184826
US;31.76980765;-106.2363275;839238
US;32.23602653;-98.21773417;42698
US;31.25350609;-96.93630086;17297
US;33.59564294;-96.10751083;35514
US;29.87788372;-96.92076062;25346
US;32.74281316;-100.4019302;3830
US;34.07227468;-101.3031546;5712
US;33.97308618;-99.7767797;1155
US;29.52704478;-95.77219463;811688
US;33.17653242;-95.21917243;10725
US;31.70422788;-96.15072516;19717
US;28.86751206;-99.10804207;20306
US;32.74055318;-102.6353295;21492
US;29.40167322;-94.90469073;342139
US;33.17969345;-101.2984114;6229
US;30.31824095;-98.94676915;26988
US;31.86942909;-101.5207776;1409
US;28.65696592;-97.42760647;7658
US;29.45634206;-97.49424032;20837
US;35.40081878;-100.8129222;21886
US;33.62744998;-96.67753461;136212
US;32.47940482;-94.81591935;123945
US;30.54579585;-95.98902499;28880
US;29.58165339;-97.94786822;166847
US;34.07044901;-101.8268114;33406
US;34.5307555;-100.6813852;2964
US;31.70470573;-98.11083887;8461
US;36.27743284;-101.3545796;5399
US;34.28944521;-99.74632408;3933
US;30.33364686;-94.38931817;57602
US;29.85864939;-95.39339521;4713325
US;32.54935988;-94.36934071;66553
US;35.84008013;-102.6029022;5576
US;33.17823584;-99.73037358;5658
US;30.05669873;-98.02944344;230191
US;35.83764858;-100.2703577;3819
US;32.21128872;-95.85846587;82737
US;26.39418217;-98.18299696;868707
US;31.99045053;-97.13423143;36649
US;33.60771256;-102.3431676;23021
US;32.42990927;-97.83242024;61643
US;33.14875072;-95.56351139;37084
US;31.31925973;-95.42226208;22968
US;32.30621324;-101.4356444;36664
US;31.45628381;-105.388178;4886
US;33.12351514;-96.08551032;98594
US;35.84006574;-101.3546643;20938
US;31.30375559;-100.982439;1536
US;33.23377248;-98.17283469;8935
US;28.95472367;-96.57749563;14760
US;30.74685667;-94.02667579;35529
US;30.71490589;-104.1399973;2274
US;29.8832777;-94.16434171;251565
US;27.04453923;-98.6968187;5200
US;27.73103938;-98.0904705;40482
US;32.37877812;-97.36615819;175817
US;32.73997145;-99.87861576;20083
US;28.90705334;-97.85960149;15601
US;32.5991417;-96.28734728;136154
US;29.94414155;-98.7113588;47431
US;26.92601662;-97.66413984;404
US;33.18104136;-100.7780939;762
US;30.06040006;-99.34930144;52600
US;30.48678918;-99.74856473;4337
US;33.61643847;-100.2558057;272
US;29.34967888;-100.4186638;3667
US;27.42435506;-97.69894948;30680
US;33.60519951;-99.7422906;3664
US;33.66981763;-95.57404777;49859
US;34.06859623;-102.3516289;12893
US;31.19531316;-98.24206613;21428
US;28.34453111;-99.09908775;7520
US;29.38508402;-96.93186692;20154
US;30.31120597;-96.97045773;17239
US;31.29872538;-95.9936328;17404
US;30.15152688;-94.81205615;88219
US;31.5454767;-96.58095444;23437
US;36.27783108;-100.2733151;3233
US;28.35101362;-98.1246786;12207
US;30.70645047;-98.68475262;21795
US;31.84947612;-103.5818571;169
US;33.61008596;-101.8204789;310569
US;33.17657705;-101.8162849;5951
US;31.1925468;-99.34682807;7984
US;31.55255453;-97.20217694;256623
US;28.35251708;-98.56769164;743
US;30.96694679;-95.93003775;14284
US;32.79868409;-94.3566123;9854
US;32.30600051;-101.9513518;5771
US;30.71780434;-99.22629416;4274
US;28.81955746;-96.01230294;36643
US;28.7429195;-100.3157686;58722
US;29.3557301;-99.11030298;51584
US;30.88990665;-99.8204794;2138
US;31.86904128;-102.0315682;176832
US;30.7858183;-96.97718698;24823
US;31.49557106;-98.59272068;4873
US;32.30623474;-100.9212058;8545
US;33.67521893;-97.72500958;19818
US;30.30079133;-95.50572772;607391
US;35.83769242;-101.8930281;20940
US;33.11304005;-94.73255695;12388
US;34.07408766;-100.779722;1200
US;31.62017125;-94.61803994;65204
US;32.04620681;-96.47428766;50113
US;30.78548982;-93.74408813;13595
US;32.30365282;-100.4060208;14714
US;27.736286;-97.5433285;362294
US;36.27829105;-100.8158184;9836
US;35.40425596;-102.6027606;2112
US;30.11879481;-93.89412775;83396
US;32.75310985;-98.31319001;29189
US;32.1639596;-94.30552481;23194
US;32.77757172;-97.80500621;142878
US;34.52993409;-102.7844668;9605
US;30.78097267;-102.7241261;15823
US;30.79472531;-94.8276624;51353
US;35.40133773;-101.893964;117415
US;29.99954402;-104.2408079;6704
US;32.87109387;-95.79232691;12514
US;34.96585996;-101.8971322;137713
US;31.36607041;-101.5232659;3849
US;29.83321503;-99.82018052;3452
US;33.61886692;-95.04841765;12023
US;31.32323325;-103.6903896;15976
US;28.3238976;-97.15766311;6948
US;35.83809685;-100.813175;854
US;31.02539637;-96.51272246;17074
US;32.89779518;-96.40771592;104915
US;31.8314342;-99.97616148;10264
US;32.10773545;-94.76176432;54406
US;31.34318809;-93.85440451;10542
US;31.39457611;-94.17000399;8237
US;30.57933681;-95.16260304;28859
US;28.00880118;-97.51763891;66730
US;31.1577796;-98.81758731;6055
US;30.89740592;-100.5384842;2793
US;32.74613808;-100.9162664;16703
US;32.73587756;-99.35401337;3265
US;31.79211404;-94.14550696;25274
US;36.27751473;-101.8933156;3022
US;32.37474036;-95.2717568;232751
US;32.22236802;-97.77403489;9128
US;26.56150059;-98.73892358;64633
US;32.73553157;-98.83631615;9366
US;31.82781912;-101.0500746;1291
US;33.17906744;-100.2538401;1350
US;30.49856623;-100.5382014;3776
US;34.53028891;-101.7349174;7397
US;32.77143818;-97.29101614;2102515
US;32.30163422;-99.89007449;138034
US;30.22429013;-102.0766732;776
US;33.17402785;-102.3354521;12337
US;33.17751417;-99.21226795;1501
US;33.21339719;-94.96797273;32750
US;31.40464436;-100.462443;119200
US;30.33432034;-97.7853562;1273954
US;31.0879489;-95.1367187;14651
US;30.77031716;-94.37690895;21672
US;32.73706798;-94.93999853;41753
US;31.36868194;-102.0423217;3657
US;29.35739637;-99.76229172;26741
US;29.89149232;-101.1525205;49025
US;32.56483801;-95.83766469;56590
US;28.79780988;-96.96813006;92084
US;30.73872995;-95.57440968;72971
US;30.01058447;-95.99011759;55246
US;31.50999644;-103.0927909;11998
US;30.21498498;-96.40946246;35882
US;27.7610369;-99.33237355;276652
US;29.27765923;-96.22319248;41556
US;35.40114335;-100.2699514;5056
US;33.98842886;-98.7041034;132230
US;34.07945812;-99.24178437;12769
US;26.47411727;-97.61535848;21358
US;30.64655664;-97.6004854;590551
US;29.1732598;-98.08693082;51070
US;31.85008651;-103.0485163;8010
US;33.21570665;-97.65460265;69984
US;32.78722382;-95.38236368;45539
US;33.17320212;-102.8276433;8713
US;33.17659707;-98.68790885;18010
US;27.00156391;-99.16987152;14179
US;28.86617238;-99.76050829;11840
US;38.35657051;-113.2342232;6710
US;41.52106798;-113.0832816;56046
US;41.72330587;-111.7443667;128289
US;39.64834818;-110.5872512;20463
US;40.88798265;-109.5121093;950
US;40.99001837;-112.1139997;355481
US;40.29772254;-110.425237;19938
US;38.99617072;-110.7013958;10012
US;37.85447192;-111.4418764;5051
US;38.98103848;-109.5704487;9754
US;37.8590362;-113.2897381;54839
US;39.70208397;-112.7809245;12017
US;37.28507306;-111.8861752;7886
US;39.0729209;-113.1020328;13188
US;41.08830262;-111.5727723;12124
US;38.33815254;-112.1249591;1479
US;41.63137678;-111.2445105;2483
US;40.66616532;-111.9216011;1160437
US;37.62762978;-109.8033714;15308
US;39.37231946;-111.5758676;30939
US;38.74837146;-111.8050275;21620
US;40.86688146;-110.9535882;42145
US;40.44862644;-113.1295715;72259
US;40.12491499;-109.5174415;35734
US;40.1166722;-111.6657662;636235
US;40.33110236;-111.1691419;34091
US;37.28003525;-113.504698;177556
US;38.32335822;-110.9096801;2711
US;41.27116049;-111.9145117;260213
US;44.03217337;-73.14130877;36777
US;43.03519828;-73.09048868;35470
US;44.46548598;-72.10314651;29993
US;44.46322849;-73.08359212;163774
US;44.72736416;-71.73579864;6163
US;44.85627605;-72.91249563;49402
US;44.7975824;-73.29679772;7235
US;44.60353043;-72.64356694;25362
US;44.00470222;-72.37640104;28892
US;44.82964024;-72.24562697;27037
US;43.57723578;-73.03741676;58191
US;44.27343241;-72.61604978;58409
US;42.986982;-72.71268875;42222
US;43.58010937;-72.58595157;55062
US;37.76707161;-75.63234615;32316
US;38.02080697;-78.55481085;109330
US;37.78636074;-80.00222498;14860
US;37.34081025;-77.98584649;13145
US;37.60308293;-79.14548696;31605
US;37.37569884;-78.81340003;15911
US;38.8767675;-77.10139853;236842
US;38.16404586;-79.12461614;75558
US;38.05852573;-79.73912095;4147
US;37.3080028;-79.5281964;78997
US;37.13128068;-81.13599391;6280
US;37.55531756;-79.80982182;33419
US;36.76366949;-77.8593436;16231
US;37.26818323;-82.03749726;21004
US;37.57242268;-78.52518834;17148
US;37.20553386;-79.09678609;54885
US;38.02679129;-77.34901405;30725
US;36.73066666;-80.73455942;29791
US;37.35358063;-77.05634116;6963
US;37.01909701;-78.66314092;11880
US;37.37373208;-77.5868014;352802
US;39.11271747;-77.99199425;14619
US;37.48133648;-80.21072274;5131
US;38.48199985;-77.9563087;52605
US;37.51328851;-78.24398086;9932
US;37.12560977;-82.35124171;14318
US;37.07544585;-77.63451754;28544
US;37.93357639;-76.94230311;10953
US;38.83677558;-77.27565836;1147532
US;38.73564842;-77.80647472;71222
US;36.9302126;-80.36738849;15749
US;37.84157909;-78.27715475;27270
US;36.99536167;-79.88023649;56042
US;39.20172582;-78.25974949;89313
US;37.31234791;-80.70636931;16720
US;37.40809042;-76.53524337;37348
US;37.71714806;-77.90381514;23753
US;36.65677234;-81.23215889;15550
US;38.29545894;-78.46525378;19819
US;36.67878901;-77.56351439;11336
US;36.76654925;-78.93512622;33911
US;37.7583355;-77.49464673;107766
US;37.53460572;-77.39326555;330818
US;36.68542395;-79.87634026;50557
US;38.35799465;-79.56124594;2190
US;36.90579348;-76.70842863;37109
US;37.31156958;-76.76950618;76523
US;37.71044922;-76.88689628;7025
US;38.26818502;-77.15852768;26836
US;37.70965316;-77.09384941;17148
US;37.71889653;-76.46400482;10603
US;36.70586667;-83.12606515;23423
US;39.08990083;-77.63481877;413538
US;37.97850256;-77.96274807;37591
US;36.94618528;-78.24133319;12196
US;38.41531222;-78.28220331;13261
US;37.44164146;-76.34098896;8834
US;36.67882005;-78.36131056;30587
US;37.63191998;-76.55064617;10582
US;37.17746986;-80.37868691;98535
US;37.78790447;-78.88498513;14930
US;37.50694406;-76.99828634;23091
US;37.34062933;-75.87751591;11710
US;37.89202088;-76.41949732;12095
